S.No;Group Name;Members;Group Type;Group Scope;Domain Name;OU Name;Distinguished Name
83;BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_Presidencia_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_Presidencia_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
84;BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_Qualidade_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_Qualidade_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
85;BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_RH_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_RH_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
86;BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_Seguranca_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_Seguranca_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
87;BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_Suprimentos_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_Suprimentos_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
88;BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_TI_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_Consumo_Telefonia_TI_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
89;BRBAFS01_Relatorios_Gerenciais_OBZ_Marketing_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_OBZ_Marketing_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
90;BRBAFS01_Relatorios_Gerenciais_OBZ_Pessoal_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_OBZ_Pessoal_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
91;BRBAFS01_Relatorios_Gerenciais_OBZ_Seguranca_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_OBZ_Seguranca_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
92;BRBAFS01_Relatorios_Gerenciais_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Relatorios_Gerenciais_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
93;BRBAFS01_Reservas_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Reservas_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
94;BRBAFS01_SecretariasDiretoria_RW;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_SecretariasDiretoria_RW,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
95;BRBAFS01_Seguranca_Documentos_SGS_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Seguranca_Documentos_SGS_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
96;BRBAFS01_Seguranca_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Seguranca_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
97;BRBAFS01_Seguranca_SGS_RW;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Seguranca_SGS_RW,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
98;BRBAFS01_Telecom_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Telecom_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
99;BRBAFS01_Telefonia_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_Telefonia_RO,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
100;BRBAFS01_UGB_RW;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_UGB_RW,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
101;BRBAFS01_VNP_RW;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Legado;CN=BRBAFS01_VNP_RW,OU=FS Legado,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
102;BRSPDC01_Atendimento_RW;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=BRSPDC01_Atendimento_RW,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
103;BRSPDC01_Central_Atendimento_RO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=BRSPDC01_Central_Atendimento_RO,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
104;BRSPDC01_TI_RW;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=BRSPDC01_TI_RW,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
112;CLV_VDI;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=CLV_VDI,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
118;Configuration_Manager;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=Configuration_Manager,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
119;ConsAdm;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=ConsAdm,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
120;Conselho Administrativo;Security;Security;Universal;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=Conselho Administrativo,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
122;Conselho Fiscal;Security;Security;Universal;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=Conselho Fiscal,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
123;ConsFiscal;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=ConsFiscal,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
128;Cordenacao ABHoteis - Leitura e Gravacao;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=Cordenacao ABHoteis - Leitura e Gravacao,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
131;CTX_ADM_MRL;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=CTX_ADM_MRL,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
132;CTX_FIN_SAO;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=CTX_FIN_SAO,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
147;Expedição Xerox - Leitura e Gravação;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=Expedição Xerox - Leitura e Gravação,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
149;FeedbackOnlineAdm;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=FeedbackOnlineAdm,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
150;Fornecedor Externo;Security;Security;Universal;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=Fornecedor Externo,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
151;G_COMPUTERS_TI;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=G_COMPUTERS_TI,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
152;G_RQE_ACTIVEDIRECTORY_OU_F;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_ACTIVEDIRECTORY_OU_F,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
153;G_RQE_COMPUTADORES_RQVC_RIO_QUENTE;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_COMPUTADORES_RQVC_RIO_QUENTE,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
154;G_RQE_GEHO_FILESERVER2_CUSTOMEREXPERIENCE_W;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_GEHO_FILESERVER2_CUSTOMEREXPERIENCE_W,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
155;G_RQE_GEOT_HPOPRTGUI01;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_GEOT_HPOPRTGUI01,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
156;G_RQE_GESC_ALMPRTSUP01;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_GESC_ALMPRTSUP01,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
157;G_RQE_GGHO_FILESERVER2_RQVC_BIBLRQVC_PAINEL_R;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_GGHO_FILESERVER2_RQVC_BIBLRQVC_PAINEL_R,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
158;G_RQE_GGVO_VAOPRTMAC01;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_GGVO_VAOPRTMAC01,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
159;G_RQE_SEGO_HOSPRTLAV01;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_SEGO_HOSPRTLAV01,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
160;G_RQE_SERVERS;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_RQE_SERVERS,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
161;G_SAO_SVALE04_COMPARTRDOT_RW;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos/FS Antigo;CN=G_SAO_SVALE04_COMPARTRDOT_RW,OU=FS Antigo,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
163;GDS_FS_RQR_Almoxarifado;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_Almoxarifado,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
164;GDS_FS_RQR_AlmoxarifadoRecebimento_Almoxarifado_RW;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_AlmoxarifadoRecebimento_Almoxarifado_RW,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
165;GDS_FS_RQR_CONTROLADORIA;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_CONTROLADORIA,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
166;GDS_FS_RQR_CONTROLADORIA_PlanejamentoFinanceiro_RW;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_CONTROLADORIA_PlanejamentoFinanceiro_RW,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
167;GDS_FS_RQR_EVENTOS;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_EVENTOS,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
168;GDS_FS_RQR_EVENTOS_DadosMultidia_RW;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_EVENTOS_DadosMultidia_RW,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
169;GDS_FS_RQR_EVENTOS_EventosReservas_RW;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_EVENTOS_EventosReservas_RW,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
170;GDS_FS_RQR_EVENTOS_RotinasAdministrativas_RW;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_EVENTOS_RotinasAdministrativas_RW,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
171;GDS_FS_RQR_GEPI;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_GEPI,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
172;GDS_FS_RQR_GEPI_DadosMultimidia_RW;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_GEPI_DadosMultimidia_RW,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
173;GDS_FS_RQR_Raiz;Security;Security;Domain Local;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security/FS Sauipe;CN=GDS_FS_RQR_Raiz,OU=FS Sauipe,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
176;GEEN - Gerencia EXP - Leitura e Gravacao;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=GEEN - Gerencia EXP - Leitura e Gravacao,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
177;GEEN - Leitura e Gravação;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=GEEN - Leitura e Gravação,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
178;GEHP - Leitura e Gravação;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=GEHP - Leitura e Gravação,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
179;GEMC_G_W;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=GEMC_G_W,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
184;GGD_Infra_AssinaturaPadrao;Security;Security;Universal;aviva.com.br;Unidade Rio Quente/Grupos;CN=GGD_Infra_AssinaturaPadrao,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
185;GGHO - Leitura;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=GGHO - Leitura,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
415;PDVWEBSYS;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=PDVWEBSYS,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
418;PesquisaSatisfacaoInternaAdm;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=PesquisaSatisfacaoInternaAdm,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
432;quiosqueflamboyant;Security;Security;Universal;aviva.com.br;Unidade Rio Quente/Grupos;CN=quiosqueflamboyant,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
435;Rateio de Despesas - RO;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=Rateio de Despesas - RO,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
440;Recepcao-GEHP - Leitura;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=Recepcao-GEHP - Leitura,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
458;SauipeBR_Internet_Conselhos;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SauipeBR_Internet_Conselhos,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
459;SauipeBR_Internet_Engenharia;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SauipeBR_Internet_Engenharia,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
460;SauipeBR_Internet_EscritorioSP;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SauipeBR_Internet_EscritorioSP,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
461;SauipeBR_Internet_Juridico;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SauipeBR_Internet_Juridico,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
462;SauipeBR_Internet_TI;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SauipeBR_Internet_TI,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
463;SAUIPEBR_VPN_BRBABI01;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SAUIPEBR_VPN_BRBABI01,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
464;SAUIPEBR_VPN_BRBAIIS06;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SAUIPEBR_VPN_BRBAIIS06,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
465;SAUIPEBR_VPN_CRM;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SAUIPEBR_VPN_CRM,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
466;SauipeBR_VPN_DMConsultoria;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SauipeBR_VPN_DMConsultoria,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
467;SauipeBR_VPN_Interatel;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SauipeBR_VPN_Interatel,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
468;SAUIPEBR_VPN_JURIDICO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SAUIPEBR_VPN_JURIDICO,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
469;SAUIPEBR_VPN_OPINIOMETRO;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=SAUIPEBR_VPN_OPINIOMETRO,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
479;servicosTFS;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=servicosTFS,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
480;SEVT_G_R;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=SEVT_G_R,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
482;SistemaRQVCCaptacao;Security;Security;Global;aviva.com.br;Unidade Rio Quente/Grupos;CN=SistemaRQVCCaptacao,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
486;Tecnologia_FTP;Security;Security;Global;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=Tecnologia_FTP,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
491;U_BRBAFS01_Publico_RW;Security;Security;Universal;aviva.com.br;Unidade Rio Quente/Grupos;CN=U_BRBAFS01_Publico_RW,OU=Grupos,OU=Unidade Rio Quente,DC=aviva,DC=com,DC=br
492;U_RQE_SAUIPE_FILESERVER2_CMKT_W;Security;Security;Universal;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=U_RQE_SAUIPE_FILESERVER2_CMKT_W,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
493;U_RQE_SAUIPE_SVALE04_MKTSP_W;Security;Security;Universal;aviva.com.br;Unidade Costa do Sauipe/Grupos/Security;CN=U_RQE_SAUIPE_SVALE04_MKTSP_W,OU=Security,OU=Grupos,OU=Unidade Costa do Sauipe,DC=aviva,DC=com,DC=br
